next_purchase_after_30d,Transaction_Value,Coupon_Status,Gender,Tenure_Months,Delivery_Charges
0,100.91,Unused,F,5,6.5
0,12.2,Unused,F,5,6.0
0,35.86,Unused,F,5,6.5
0,121.3,Unused,F,5,6.5
0,485.2,Unused,F,5,6.5
0,172.86,Unused,F,5,6.5
0,607.52,Unused,F,5,12.99
0,202.84,Unused,F,5,12.99
0,17.93,Unused,F,5,6.5
0,121.3,Unused,F,5,6.5
0,363.9,Unused,F,5,6.5
0,11.82,Unused,F,5,12.99
0,151.88,Unused,F,5,6.5
0,303.76,Unused,F,5,6.5
1,925.62,Used,F,22,25.87
0,35.86,Used,F,22,6.5
0,17.93,Used,F,22,6.5
0,11.2,Used,F,22,6.0
0,11.4,Used,F,22,6.5
0,34.45,Used,F,22,6.5
0,51.3,Used,F,22,12.48
0,100.91,Used,F,22,6.5
0,243.78,Used,F,22,21.29
0,6.11,Used,F,22,6.0
0,9.78,Used,F,22,6.5
0,242.6,Used,F,22,6.5
0,242.6,Used,F,22,6.5
0,80.52,Used,F,22,6.5
0,1.01,Unused,F,22,6.0
0,1075.41,Unused,F,22,25.87
0,35.86,Unused,F,22,6.5
0,53.79,Unused,F,22,6.5
0,17.93,Unused,F,22,6.5
0,17.93,Unused,F,22,6.5
0,202.84,Unused,F,22,6.5
0,749.59,Unused,F,22,21.29
0,4.89,Unused,F,22,6.5
0,10.2,Unused,F,22,6.0
0,100.91,Unused,F,22,6.5
0,100.91,Unused,F,22,6.5
0,54.5,Unused,F,22,12.48
0,6.12,Unused,F,22,6.0
0,121.3,Unused,F,22,6.5
0,121.3,Unused,F,22,6.5
0,242.6,Unused,F,22,19.99
0,161.04,Unused,F,22,6.5
0,303.76,Unused,F,22,6.5
0,151.88,Unused,F,22,6.5
0,100.91,Unused,F,22,6.5
0,151.88,Unused,F,22,8.7
0,3.05,Unused,F,22,6.0
0,606.5,Unused,F,22,6.5
0,121.3,Unused,F,22,6.5
0,27.69,Unused,F,22,6.5
0,151.88,Unused,F,22,6.5
1,21.98,Used,M,4,50.0
0,44.79,Used,M,4,6.0
0,36.39,Used,M,4,6.0
0,109.9,Unused,M,4,6.0
0,54.93,Unused,M,4,50.0
0,55.18,Unused,M,4,6.0
0,238.0,Unused,M,4,6.0
0,31.89,Unused,M,4,6.0
0,19.99,Unused,M,4,6.0
0,2.99,Unused,M,4,50.0
1,22.49,Used,F,30,6.5
0,25.97,Used,F,30,6.5
0,31.58,Used,F,30,20.85
0,24.64,Used,F,30,6.5
0,11.19,Used,F,30,6.5
0,15.19,Used,F,30,6.5
0,379.81,Used,F,30,18.16
0,149.0,Used,F,30,6.5
0,7.95,Unused,F,30,6.5
0,1.99,Unused,F,30,6.5
0,15.98,Unused,F,30,20.85
0,13.59,Unused,F,30,6.5
0,339.83,Unused,F,30,18.16
0,41.99,Unused,F,30,6.5
0,13.59,Unused,F,30,6.5
0,447.0,Unused,F,30,6.5
0,13.59,Unused,F,30,6.5
0,11.19,Unused,F,30,20.85
0,67.19,Unused,F,30,6.5
0,519.74,Unused,F,30,18.16
1,149.0,Used,F,30,6.0
0,70.0,Unused,F,30,12.48
0,119.0,Unused,F,30,6.0
0,119.0,Unused,F,30,6.0
0,21.16,Used,F,30,6.0
0,1.59,Used,F,30,6.0
0,175.8,Used,F,30,37.19
0,21.57,Used,F,30,6.0
0,418.6,Used,F,30,6.0
0,27.19,Used,F,30,6.0
0,13.29,Used,F,30,6.0
0,119.0,Used,F,30,6.0
0,238.0,Used,F,30,6.0
0,238.0,Used,F,30,12.99
0,15.99,Used,F,30,6.0
0,149.0,Used,F,30,6.0
0,149.5,Unused,F,30,6.0
0,173.44,Unused,F,30,6.0
0,17.56,Unused,F,30,6.0
0,113.28,Unused,F,30,6.0
0,119.0,Unused,F,30,6.0
0,119.0,Unused,F,30,6.0
0,119.0,Unused,F,30,6.0
0,68.86,Unused,F,30,6.5
0,13.99,Unused,F,30,6.0
0,31.98,Unused,F,30,6.0
0,149.0,Unused,F,30,6.0
0,79.0,Unused,F,30,6.0
0,237.0,Unused,F,30,6.0
0,149.0,Unused,F,30,12.99
0,149.0,Unused,F,30,12.99
0,199.0,Unused,F,30,8.7
0,279.3,Unused,F,30,37.19
0,27.99,Unused,F,30,6.0
0,19.95,Unused,F,30,6.0
0,7.99,Unused,F,30,6.0
0,13.59,Unused,F,30,6.0
0,12.31,Unused,F,30,6.0
0,149.0,Unused,F,30,6.0
1,3.19,Used,F,30,6.0
0,19.19,Used,F,30,6.0
0,36.38,Used,F,30,6.0
0,5.7,Used,F,30,6.0
0,5.1,Used,F,30,6.0
0,149.0,Used,F,30,6.0
0,15.9,Unused,F,30,6.0
0,32.73,Unused,F,30,6.0
0,12.0,Unused,F,30,6.0
0,32.98,Unused,F,30,6.0
0,13.59,Unused,F,30,6.0
0,18.15,Unused,F,30,6.0
0,119.0,Unused,F,30,6.0
0,119.0,Unused,F,30,6.0
0,119.0,Unused,F,30,6.0
0,119.0,Unused,F,30,6.0
0,11.4,Unused,F,30,6.0
0,4.56,Unused,F,30,6.0
0,2.39,Unused,F,30,6.0
0,13.29,Used,F,30,6.0
0,24.22,Used,F,30,6.0
0,238.0,Used,F,30,6.0
0,13.59,Used,F,30,6.0
0,24.22,Unused,F,30,6.0
0,7.98,Unused,F,30,6.0
0,13.29,Unused,F,30,6.0
0,13.59,Unused,F,30,6.0
0,57.11,Unused,F,30,6.0
0,149.0,Unused,F,30,6.0
1,406.47,Used,F,30,18.96
0,17.93,Used,F,30,6.5
0,99.9,Used,F,30,6.5
0,0.51,Used,F,30,6.0
0,42.39,Used,F,30,6.5
0,35.86,Used,F,30,12.99
0,161.04,Used,F,30,6.5
0,80.52,Used,F,30,6.5
0,151.88,Used,F,30,6.5
0,119.01,Unused,F,30,12.99
0,32.6,Unused,F,30,18.36
0,17.93,Unused,F,30,6.5
0,100.91,Unused,F,30,6.5
0,8.14,Unused,F,30,6.0
0,244.29,Unused,F,30,18.96
0,7.89,Unused,F,30,6.0
0,121.3,Unused,F,30,6.5
0,598.34,Unused,F,30,6.5
0,322.08,Unused,F,30,6.5
0,22.4,Unused,F,30,6.0
0,50.53,Unused,F,30,12.99
0,16.3,Unused,F,30,18.36
0,130.4,Unused,F,30,56.32
0,121.3,Unused,F,30,6.5
1,16.99,Unused,M,48,6.5
0,39.41,Unused,M,48,6.5
0,15.19,Unused,M,48,6.5
1,21.69,Used,M,28,6.0
0,31.68,Used,M,28,6.0
0,15.19,Used,M,28,6.0
0,119.0,Used,M,28,6.0
0,398.0,Used,M,28,8.7
0,2.98,Unused,M,28,6.0
0,7.98,Unused,M,28,6.0
0,10.39,Unused,M,28,12.99
0,119.0,Unused,M,28,6.0
0,119.0,Unused,M,28,6.0
0,317.0,Unused,M,28,6.0
0,119.0,Unused,M,28,6.0
0,13.59,Unused,M,28,6.0
0,79.0,Unused,M,28,6.0
0,13.59,Unused,M,28,6.0
0,8.97,Unused,M,28,6.0
0,7.99,Unused,M,28,6.0
0,15.39,Unused,M,28,6.0
1,3.47,Used,F,32,6.5
0,3.87,Unused,F,32,6.5
1,22.49,Used,F,9,6.0
0,89.9,Used,F,9,6.0
0,87.88,Used,F,9,6.0
0,119.0,Used,F,9,6.0
0,149.0,Used,F,9,6.0
0,298.0,Used,F,9,6.0
0,78.91,Unused,F,9,6.0
0,149.0,Unused,F,9,6.0
0,10.63,Unused,F,9,6.0
1,8.99,Unused,F,9,6.0
0,13.29,Unused,F,9,6.0
0,13.59,Unused,F,9,6.0
0,5.48,Used,F,9,6.0
0,55.99,Used,F,9,6.0
0,5.7,Used,F,9,6.0
0,13.59,Used,F,9,12.99
0,95.98,Unused,F,9,6.0
0,17.4,Unused,F,9,6.0
0,10.63,Unused,F,9,12.99
0,851.0,Unused,F,9,6.0
0,79.0,Unused,F,9,6.0
0,4.99,Unused,F,9,6.0
0,46.5,Unused,F,9,6.0
0,127.9,Unused,F,9,12.48
1,308.45,Used,F,27,6.5
0,122.77,Used,F,27,6.5
0,14.02,Used,F,27,6.5
0,992.78,Unused,F,27,6.5
0,6.16,Unused,F,27,6.5
0,122.77,Unused,F,27,6.5
0,122.77,Unused,F,27,6.5
0,153.45,Unused,F,27,6.5
0,47.16,Unused,F,27,6.5
1,27.28,Used,F,48,6.0
0,238.0,Used,F,48,6.0
0,12.31,Used,F,48,12.99
0,563.75,Unused,F,48,6.0
0,22.99,Unused,F,48,6.0
0,56.98,Unused,F,48,6.0
0,41.27,Unused,F,48,6.0
0,56.77,Unused,F,48,6.0
0,149.0,Unused,F,48,6.0
0,298.0,Unused,F,48,6.0
0,149.0,Unused,F,48,6.0
0,64.7,Unused,F,48,6.0
0,13.59,Unused,F,48,12.99
1,70.97,Used,F,48,6.0
0,10.99,Used,F,48,19.99
0,237.0,Used,F,48,6.0
0,96.0,Used,F,48,6.5
0,149.0,Used,F,48,6.0
0,15.96,Unused,F,48,12.99
0,43.9,Unused,F,48,12.99
0,40.98,Unused,F,48,19.99
0,47.92,Unused,F,48,19.99
0,119.0,Unused,F,48,6.0
0,238.0,Unused,F,48,12.99
0,27.18,Unused,F,48,6.0
0,16.99,Unused,F,48,6.0
0,11.19,Unused,F,48,6.0
0,3.33,Unused,F,48,6.0
0,419.75,Unused,F,48,6.0
0,199.0,Unused,F,48,6.0
0,35.0,Unused,F,48,6.0
1,41.99,Used,M,46,6.0
0,33.59,Used,M,46,6.0
0,33.59,Used,M,46,6.0
0,41.99,Used,M,46,6.0
0,291.45,Used,M,46,6.0
0,87.18,Used,M,46,6.5
0,13.99,Used,M,46,6.0
0,33.59,Unused,M,46,6.0
0,33.59,Unused,M,46,6.0
0,33.59,Unused,M,46,6.0
0,33.59,Unused,M,46,6.0
0,33.59,Unused,M,46,6.0
0,489.67,Unused,M,46,6.0
0,46.38,Unused,M,46,6.0
0,11.19,Unused,M,46,6.0
0,14.63,Unused,M,46,6.0
0,65.09,Unused,M,46,6.0
0,13.59,Unused,M,46,6.0
0,16.99,Unused,M,46,6.0
0,149.0,Unused,M,46,6.0
0,33.59,Unused,M,46,6.0
0,33.59,Unused,M,46,6.5
0,33.59,Unused,M,46,6.0
0,63.98,Unused,M,46,6.0
0,16.99,Unused,M,46,6.0
0,149.0,Unused,M,46,6.0
1,26.0,Used,F,26,6.0
0,270.2,Used,F,26,6.5
0,119.0,Used,F,26,6.0
0,251.83,Used,F,26,6.0
0,10.63,Used,F,26,6.0
0,149.0,Used,F,26,6.0
0,395.0,Used,F,26,12.99
0,149.0,Used,F,26,6.0
0,1.99,Unused,F,26,6.0
0,72.54,Unused,F,26,6.0
0,125.0,Unused,F,26,0.0
0,537.25,Unused,F,26,6.0
0,305.2,Unused,F,26,12.48
0,303.8,Unused,F,26,12.48
0,6.0,Unused,F,26,6.0
0,26.07,Unused,F,26,6.0
0,238.0,Unused,F,26,19.99
0,119.0,Unused,F,26,6.0
0,39.99,Unused,F,26,6.0
1,25.06,Used,M,6,6.0
0,250.0,Used,M,6,0.0
0,2.99,Used,M,6,6.0
0,199.0,Used,M,6,19.99
0,250.0,Unused,M,6,0.0
0,14.69,Unused,M,6,6.0
0,5.0,Unused,M,6,6.0
0,6.0,Unused,M,6,6.0
0,15.99,Unused,M,6,6.0
0,149.0,Unused,M,6,6.0
1,238.0,Unused,F,27,6.5
0,198.0,Unused,F,27,6.5
0,169.93,Used,F,27,6.5
0,55.42,Used,F,27,6.5
0,9.51,Used,F,27,6.5
0,149.0,Used,F,27,6.5
0,9.58,Unused,F,27,6.5
0,427.9,Unused,F,27,6.5
0,146.37,Unused,F,27,6.5
0,161.31,Unused,F,27,6.5
0,73.58,Unused,F,27,6.5
0,456.0,Unused,F,27,6.5
0,175.95,Unused,F,27,6.5
0,12.31,Unused,F,27,6.5
1,27.87,Used,F,27,6.0
0,56.34,Used,F,27,6.0
0,67.96,Used,F,27,6.0
0,173.99,Used,F,27,6.0
0,16.99,Used,F,27,6.0
0,149.0,Used,F,27,6.0
0,149.0,Used,F,27,6.0
0,28.49,Unused,F,27,6.0
0,2.8,Unused,F,27,6.0
0,20.74,Unused,F,27,6.0
0,33.99,Unused,F,27,6.0
0,15.99,Unused,F,27,6.0
0,2.99,Unused,F,27,6.0
0,357.0,Unused,F,27,6.0
0,238.0,Unused,F,27,12.99
0,149.0,Unused,F,27,6.0
0,79.0,Unused,F,27,6.0
0,149.0,Unused,F,27,6.0
0,149.0,Unused,F,27,6.0
0,149.0,Unused,F,27,6.0
0,11.96,Unused,F,27,6.0
0,31.99,Unused,F,27,6.0
0,119.0,Unused,F,27,6.0
0,149.0,Unused,F,27,6.0
0,149.0,Unused,F,27,6.0
0,22.38,Used,F,27,6.5
0,16.99,Unused,F,27,19.99
0,0.99,Used,F,27,6.0
0,177.42,Used,F,27,13.38
0,230.94,Used,F,27,6.0
0,19.59,Used,F,27,6.5
0,3.19,Used,F,27,6.5
0,3.19,Used,F,27,6.5
0,238.0,Used,F,27,6.0
0,27.18,Used,F,27,6.5
0,6.0,Unused,F,27,6.0
0,6.15,Unused,F,27,6.0
0,222.84,Unused,F,27,13.38
0,19.59,Unused,F,27,6.5
0,19.59,Unused,F,27,6.5
0,22.78,Unused,F,27,6.5
0,404.28,Unused,F,27,6.0
0,3.19,Unused,F,27,6.5
0,7.6,Unused,F,27,6.0
0,15.2,Unused,F,27,6.5
1,3.19,Unused,M,32,6.0
0,14.38,Unused,M,32,6.0
1,55.27,Used,M,34,6.0
0,27.98,Used,M,34,6.0
0,79.99,Used,M,34,6.5
0,15.39,Used,M,34,6.0
0,4.78,Used,M,34,6.0
0,95.8,Used,M,34,23.17
0,29.98,Used,M,34,6.0
0,15.19,Used,M,34,6.0
0,17.1,Used,M,34,6.0
0,5.7,Used,M,34,6.0
0,238.0,Used,M,34,6.0
0,119.0,Used,M,34,6.0
0,447.0,Used,M,34,8.7
0,119.0,Used,M,34,6.0
0,238.0,Used,M,34,12.99
0,136.71,Used,M,34,12.91
0,149.0,Used,M,34,6.5
0,35.91,Unused,M,34,12.91
0,79.99,Unused,M,34,6.0
0,1.5,Unused,M,34,6.0
0,23.99,Unused,M,34,6.0
0,29.38,Unused,M,34,6.0
0,39.19,Unused,M,34,6.0
0,39.98,Unused,M,34,6.0
0,19.99,Unused,M,34,6.0
0,14.31,Unused,M,34,6.0
0,238.0,Unused,M,34,6.0
0,4.56,Unused,M,34,6.5
0,44.0,Unused,M,34,6.0
0,149.0,Unused,M,34,6.0
0,79.0,Unused,M,34,6.0
0,149.0,Unused,M,34,6.0
0,149.0,Unused,M,34,6.0
0,6.37,Unused,M,34,6.0
0,16.99,Unused,M,34,6.0
0,4.8,Unused,M,34,6.5
0,8.97,Unused,M,34,6.0
0,9.56,Unused,M,34,12.91
0,149.0,Unused,M,34,6.0
0,59.75,Used,M,34,12.99
0,35.98,Used,M,34,6.0
0,79.0,Used,M,34,6.0
0,149.0,Used,M,34,6.0
0,199.0,Unused,M,34,12.99
0,149.9,Unused,M,34,6.0
0,46.55,Unused,M,34,6.0
0,119.0,Unused,M,34,6.0
0,119.0,Unused,M,34,6.0
0,223.84,Unused,M,34,6.0
0,316.0,Unused,M,34,6.0
0,158.0,Unused,M,34,6.0
0,16.0,Unused,M,34,6.0
0,149.0,Unused,M,34,6.0
0,13.2,Unused,M,34,6.0
0,16.99,Unused,M,34,6.0
0,8.0,Unused,M,34,6.0
0,4.8,Used,M,34,6.0
0,28.8,Used,M,34,6.0
0,119.0,Used,M,34,6.0
0,435.0,Used,M,34,6.0
0,22.78,Unused,M,34,6.0
0,99.18,Unused,M,34,6.0
0,4.8,Unused,M,34,6.0
0,173.56,Unused,M,34,6.0
0,7.6,Unused,M,34,6.0
0,149.0,Unused,M,34,6.0
1,86.16,Used,F,6,6.5
0,15.19,Used,F,6,6.0
0,159.78,Used,F,6,6.0
0,8.4,Used,F,6,6.0
0,199.0,Used,F,6,6.0
0,74.7,Used,F,6,6.0
0,2.4,Used,F,6,6.5
0,279.0,Used,F,6,6.0
0,4.78,Used,F,6,26.43
0,199.0,Used,F,6,19.99
0,22.8,Used,F,6,6.0
0,119.0,Used,F,6,6.0
0,199.0,Used,F,6,19.99
0,238.0,Used,F,6,6.0
0,228.0,Used,F,6,6.0
0,79.0,Used,F,6,6.0
0,298.0,Used,F,6,6.0
0,149.0,Used,F,6,6.0
0,149.0,Used,F,6,6.0
0,54.95,Unused,F,6,6.0
0,25.51,Unused,F,6,26.43
0,10.38,Unused,F,6,6.0
0,37.18,Unused,F,6,6.0
0,35.0,Unused,F,6,6.0
0,250.0,Unused,F,6,0.0
0,250.0,Unused,F,6,0.0
0,638.19,Unused,F,6,6.0
0,15.69,Unused,F,6,6.0
0,52.07,Unused,F,6,6.0
0,337.0,Unused,F,6,6.0
0,99.0,Unused,F,6,6.0
0,99.0,Unused,F,6,6.0
0,47.94,Unused,F,6,6.5
0,67.81,Unused,F,6,6.5
0,399.8,Unused,F,6,36.06
0,837.0,Unused,F,6,6.0
0,14.07,Unused,F,6,6.0
0,119.0,Unused,F,6,6.0
0,238.0,Unused,F,6,19.99
0,119.0,Unused,F,6,6.0
0,119.0,Unused,F,6,6.0
0,199.0,Unused,F,6,19.99
0,18.99,Unused,F,6,12.99
0,149.0,Unused,F,6,6.0
0,79.0,Unused,F,6,6.0
0,298.0,Unused,F,6,6.0
0,50.31,Unused,F,6,26.43
0,19.19,Unused,F,6,6.0
0,250.0,Unused,F,6,0.0
0,7.6,Unused,F,6,6.0
0,198.0,Unused,F,6,6.0
0,9.56,Unused,F,6,6.0
0,2.5,Unused,F,6,6.0
0,55.99,Unused,F,6,19.99
0,280.5,Unused,F,6,6.0
0,249.5,Unused,F,6,6.0
1,33.59,Used,F,18,6.0
0,47.02,Used,F,18,6.0
0,33.59,Used,F,18,6.0
0,33.01,Used,F,18,6.0
0,476.0,Used,F,18,6.0
0,119.0,Used,F,18,6.0
0,119.0,Used,F,18,12.99
0,593.25,Unused,F,18,6.0
0,67.18,Unused,F,18,6.0
0,39.98,Unused,F,18,6.0
0,40.85,Unused,F,18,6.0
0,33.59,Unused,F,18,6.0
1,36.39,Unused,F,18,6.0
0,99.99,Used,F,18,6.0
0,223.95,Used,F,18,12.48
0,158.0,Used,F,18,6.0
0,27.19,Unused,F,18,6.5
0,238.0,Unused,F,18,6.0
0,149.0,Unused,F,18,6.0
1,398.0,Used,F,18,6.0
0,99.0,Used,F,18,6.0
0,198.0,Used,F,18,6.0
0,99.0,Used,F,18,6.0
0,279.0,Used,F,18,6.0
0,37.2,Used,F,18,6.0
0,158.0,Used,F,18,6.0
0,99.0,Unused,F,18,6.0
0,99.0,Unused,F,18,6.0
0,119.0,Unused,F,18,6.0
0,119.0,Unused,F,18,6.0
0,119.0,Unused,F,18,6.0
0,149.0,Unused,F,18,6.0
0,447.0,Unused,F,18,19.99
0,99.0,Unused,F,18,6.0
0,238.0,Unused,F,18,19.99
1,11.34,Used,M,16,6.5
0,5.67,Unused,M,16,6.5
1,26.38,Used,F,39,6.0
0,8.49,Used,F,39,6.0
0,12.99,Used,F,39,6.0
0,9.6,Used,F,39,6.0
0,66.36,Used,F,39,6.0
0,7.6,Used,F,39,6.0
0,9.36,Used,F,39,6.0
0,13.68,Used,F,39,6.0
0,119.0,Used,F,39,6.0
0,119.0,Used,F,39,6.0
0,109.18,Used,F,39,6.0
0,28.0,Used,F,39,6.0
0,298.0,Used,F,39,6.0
0,16.99,Used,F,39,30.0
0,16.99,Used,F,39,6.0
0,23.76,Used,F,39,6.0
0,149.0,Used,F,39,6.0
0,13.19,Unused,F,39,6.0
0,109.12,Unused,F,39,6.0
0,11.98,Unused,F,39,6.0
0,62.71,Unused,F,39,6.0
0,29.11,Unused,F,39,6.0
0,12.16,Unused,F,39,6.0
0,28.4,Unused,F,39,6.0
0,119.0,Unused,F,39,6.0
0,238.0,Unused,F,39,6.0
0,238.0,Unused,F,39,6.0
0,7.6,Unused,F,39,6.0
0,18.24,Unused,F,39,6.0
0,15.99,Unused,F,39,6.0
0,13.29,Unused,F,39,30.0
0,298.0,Unused,F,39,6.0
0,13.99,Unused,F,39,6.0
0,8.8,Unused,F,39,6.0
0,8.79,Unused,F,39,6.0
0,3.5,Unused,F,39,6.0
0,199.0,Unused,F,39,6.0
0,1.11,Unused,F,39,6.0
0,7.6,Unused,F,39,6.0
0,357.0,Unused,F,39,6.0
0,16.99,Unused,F,39,6.0
0,298.0,Unused,F,39,6.0
0,27.76,Used,F,39,6.0
0,19.19,Used,F,39,6.0
0,23.76,Used,F,39,6.0
0,15.19,Used,F,39,6.0
0,119.0,Used,F,39,6.0
0,357.0,Used,F,39,6.0
0,18.99,Used,F,39,75.0
0,12.0,Used,F,39,6.0
0,59.89,Unused,F,39,6.0
0,3.5,Unused,F,39,6.0
0,398.0,Unused,F,39,6.0
0,10.0,Unused,F,39,0.0
0,88.46,Unused,F,39,6.0
0,59.26,Unused,F,39,75.0
0,33.18,Unused,F,39,6.0
0,7.92,Unused,F,39,6.0
0,14.99,Unused,F,39,12.99
0,28.78,Unused,F,39,6.0
0,119.0,Unused,F,39,6.0
0,119.0,Unused,F,39,6.0
0,238.0,Unused,F,39,6.0
0,595.0,Unused,F,39,6.0
0,228.0,Unused,F,39,6.0
0,2.8,Unused,F,39,6.0
0,33.28,Unused,F,39,75.0
0,30.0,Unused,F,39,6.0
1,33.59,Used,F,32,6.5
0,33.59,Used,F,32,6.5
0,33.59,Used,F,32,6.5
0,6.38,Used,F,32,6.5
0,13.59,Used,F,32,6.5
0,119.0,Used,F,32,6.5
0,357.0,Used,F,32,6.5
0,33.59,Unused,F,32,6.5
0,33.59,Unused,F,32,6.5
0,33.59,Unused,F,32,6.5
0,67.18,Unused,F,32,6.5
0,33.59,Unused,F,32,6.5
0,33.59,Unused,F,32,6.5
0,41.99,Unused,F,32,6.5
0,33.59,Unused,F,32,6.5
0,33.59,Unused,F,32,6.5
0,2.39,Unused,F,32,6.5
0,16.79,Unused,F,32,6.5
0,395.0,Unused,F,32,6.5
0,298.0,Unused,F,32,6.5
0,149.0,Unused,F,32,6.5
0,33.59,Unused,F,32,6.5
0,33.59,Unused,F,32,6.5
0,2.39,Unused,F,32,6.5
0,357.0,Unused,F,32,6.5
0,31.98,Unused,F,32,6.5
0,79.0,Unused,F,32,6.5
0,149.0,Unused,F,32,6.5
0,149.0,Unused,F,32,6.5
0,119.0,Unused,F,32,6.5
1,43.98,Used,F,22,6.5
0,166.47,Unused,F,22,6.5
0,76.99,Unused,F,22,6.5
1,165.0,Used,M,7,62.74
0,19.74,Used,M,7,28.78
0,80.4,Used,M,7,6.5
0,412.36,Used,M,7,86.74
0,31.35,Used,M,7,6.5
0,25.78,Used,M,7,6.5
0,122.77,Used,M,7,6.5
0,122.77,Used,M,7,6.5
0,122.77,Used,M,7,6.5
0,245.54,Used,M,7,6.5
0,122.77,Used,M,7,6.5
0,122.77,Used,M,7,6.5
0,62.68,Used,M,7,57.74
0,40.42,Used,M,7,6.5
0,102.13,Used,M,7,6.5
0,306.39,Used,M,7,6.5
0,81.5,Used,M,7,6.5
0,14.02,Used,M,7,6.5
0,307.42,Used,M,7,6.5
0,256.88,Used,M,7,6.5
0,98.98,Unused,M,7,6.5
0,18.13,Unused,M,7,6.5
0,254.58,Unused,M,7,6.5
0,118.55,Unused,M,7,6.5
0,17.31,Unused,M,7,6.5
0,159.62,Unused,M,7,57.74
0,65.95,Unused,M,7,28.78
0,19.8,Unused,M,7,20.74
0,24.72,Unused,M,7,74.74
0,123.6,Unused,M,7,62.74
0,412.36,Unused,M,7,86.74
0,46.21,Unused,M,7,6.5
0,122.77,Unused,M,7,6.5
0,122.77,Unused,M,7,6.5
0,285.77,Unused,M,7,6.5
0,245.54,Unused,M,7,6.5
0,122.77,Unused,M,7,6.5
0,306.39,Unused,M,7,6.5
0,163.0,Unused,M,7,6.5
0,256.88,Unused,M,7,6.5
0,307.42,Unused,M,7,6.5
0,269.76,Unused,M,7,62.74
0,49.49,Unused,M,7,6.5
0,1111.35,Unused,M,7,122.74
0,7.42,Unused,M,7,6.5
0,24.75,Unused,M,7,57.74
0,205.3,Unused,M,7,6.5
0,245.54,Unused,M,7,6.5
0,23.92,Unused,M,7,28.78
0,307.42,Unused,M,7,6.5
1,24.99,Used,M,7,20.0
0,158.0,Unused,M,7,6.5
0,149.0,Unused,M,7,6.5
0,149.0,Unused,M,7,6.5
0,31.18,Used,M,7,6.5
0,238.0,Used,M,7,6.5
0,15.19,Used,M,7,6.5
0,21.98,Unused,M,7,6.5
0,30.38,Unused,M,7,6.5
0,18.37,Unused,M,7,6.5
0,30.39,Unused,M,7,6.5
0,39.98,Unused,M,7,6.5
1,10.99,Used,M,7,6.0
0,119.0,Used,M,7,6.0
0,238.0,Used,M,7,6.0
0,158.0,Used,M,7,6.0
0,79.0,Used,M,7,6.0
0,149.0,Used,M,7,6.0
0,149.0,Used,M,7,6.0
0,63.99,Unused,M,7,6.0
0,46.27,Unused,M,7,6.5
0,40.97,Unused,M,7,6.0
0,30.39,Unused,M,7,6.0
0,18.99,Unused,M,7,6.0
0,268.0,Unused,M,7,6.0
0,119.0,Unused,M,7,6.0
0,3.99,Unused,M,7,6.0
1,49.83,Used,M,7,6.0
0,45.96,Used,M,7,6.0
0,53.84,Unused,M,7,6.0
0,7.98,Unused,M,7,6.0
0,39.97,Unused,M,7,6.0
0,11.96,Unused,M,7,6.0
0,18.99,Unused,M,7,6.0
1,16.5,Unused,M,7,6.0
0,59.95,Used,M,7,12.48
0,13.59,Used,M,7,6.0
0,30.8,Used,M,7,6.0
0,52.8,Used,M,7,6.0
0,38.71,Unused,M,7,6.0
0,15.6,Unused,M,7,6.0
0,47.9,Unused,M,7,12.48
0,15.09,Unused,M,7,6.0
0,119.0,Unused,M,7,6.0
0,119.0,Unused,M,7,6.0
0,13.36,Unused,M,7,6.0
0,386.0,Unused,M,7,6.0
0,237.0,Unused,M,7,6.0
0,12.16,Unused,M,7,6.0
0,11.4,Unused,M,7,6.0
0,79.0,Unused,M,7,6.0
0,10.63,Used,M,7,6.0
0,238.0,Unused,M,7,6.0
0,4.08,Unused,M,7,6.0
0,47.85,Used,M,7,12.99
0,395.0,Used,M,7,6.0
0,149.0,Used,M,7,6.0
0,298.0,Used,M,7,6.0
0,55.99,Unused,M,7,6.0
0,15.98,Unused,M,7,12.99
0,21.59,Unused,M,7,6.0
0,298.0,Unused,M,7,6.0
0,119.0,Unused,M,7,6.0
0,122.31,Unused,M,7,16.85
0,149.0,Unused,M,7,6.0
1,199.0,Used,M,7,6.0
0,4.75,Used,M,7,6.0
0,4.98,Unused,M,7,6.0
0,119.0,Unused,M,7,6.0
0,698.0,Unused,M,7,6.0
1,99.0,Used,F,40,6.0
0,675.0,Used,F,40,6.0
0,158.0,Used,F,40,6.0
0,16.99,Used,F,40,6.0
0,11.19,Unused,F,40,12.99
0,99.0,Unused,F,40,6.0
0,357.0,Unused,F,40,12.99
0,158.0,Unused,F,40,6.0
0,297.0,Unused,F,40,6.0
1,10.39,Used,F,38,6.0
0,16.99,Used,F,38,6.0
0,21.59,Unused,F,38,6.0
0,16.5,Unused,F,38,6.0
0,1.68,Unused,F,38,6.0
1,7.95,Used,F,33,6.5
0,217.99,Used,F,33,6.5
0,99.8,Used,F,33,6.5
0,69.99,Used,F,33,6.5
0,369.62,Used,F,33,6.5
0,11.13,Used,F,33,6.5
0,311.38,Used,F,33,158.74
0,511.2,Used,F,33,134.74
0,29.57,Used,F,33,6.5
0,498.75,Used,F,33,6.5
0,401.79,Used,F,33,6.5
0,7.19,Used,F,33,12.76
0,119.0,Used,F,33,6.5
0,119.0,Used,F,33,6.5
0,357.0,Used,F,33,6.5
0,902.0,Used,F,33,6.5
